id,id_sale,id_product,qty,total_price_product
2519,1292,2,1,18000
2520,1292,3,2,50000
2521,1293,2,2,36000
2522,1293,3,2,50000
2523,1294,2,2,36000
2524,1294,3,1,25000
2525,1295,1,2,44000
2526,1295,2,1,18000
2527,1295,3,1,25000
2528,1296,1,2,44000
2529,1296,2,3,54000
2530,1297,1,1,22000
2531,1297,2,1,18000
2532,1297,3,2,50000
2533,1298,1,1,22000
2534,1299,1,1,22000
2535,1300,1,1,22000
2536,1300,2,2,36000
2537,1300,3,1,25000
2538,1301,1,2,44000
2539,1301,2,1,18000
2540,1301,3,2,50000
2541,1302,1,2,44000
2542,1302,3,2,50000
2543,1303,3,2,50000
2544,1304,1,1,22000
2545,1305,1,3,66000
2546,1305,3,1,25000
2547,1306,1,1,22000
2548,1307,1,2,44000
2549,1308,1,1,22000
2550,1308,2,1,18000
2551,1309,1,1,22000
2552,1309,2,1,18000
2553,1310,1,2,44000
2554,1310,2,1,18000
2555,1311,2,2,36000
2556,1311,3,2,50000
2557,1312,2,1,18000
2558,1312,3,1,25000
2559,1313,1,2,44000
2560,1313,2,1,18000
2561,1313,3,2,50000
2562,1314,3,1,25000
2563,1315,2,1,18000
2564,1315,3,1,25000
2565,1316,1,2,44000
2566,1317,1,1,22000
2567,1318,2,1,18000
2568,1318,3,2,50000
2569,1319,1,1,22000
2570,1319,2,1,18000
2571,1319,3,2,50000
2572,1320,1,2,44000
2573,1321,3,1,25000
2574,1322,1,2,44000
2575,1322,2,2,36000
2576,1322,3,1,25000
2577,1323,2,1,18000
2578,1323,3,1,25000
2579,1324,2,2,36000
2580,1325,1,2,44000
2581,1325,3,2,50000
2582,1326,1,1,22000
2583,1327,1,1,22000
2584,1328,1,1,22000
2585,1328,2,1,18000
2586,1328,3,2,50000
2587,1329,1,1,22000
2588,1330,1,1,22000
2589,1330,2,1,18000
2590,1330,3,2,50000
2591,1331,1,1,22000
2592,1331,2,2,36000
2593,1332,1,2,44000
2594,1332,2,1,18000
2595,1333,1,2,44000
2596,1333,3,3,75000
2597,1334,1,1,22000
2598,1334,2,2,36000
2599,1334,3,1,25000
2600,1335,1,3,66000
2601,1335,2,1,18000
2602,1335,3,1,25000
2603,1336,1,1,22000
2604,1336,2,1,18000
2605,1337,1,1,22000
2606,1338,1,1,22000
2607,1338,2,1,18000
2608,1338,3,2,50000
2609,1339,1,1,22000
2610,1340,1,2,44000
2611,1340,2,3,54000
2612,1341,1,1,22000
2613,1341,2,1,18000
2614,1341,3,3,75000
2615,1342,1,2,44000
2616,1342,2,2,36000
2617,1342,3,1,25000
2618,1343,2,3,54000
2619,1344,1,2,44000
2620,1344,2,2,36000
2621,1345,2,1,18000
2622,1345,3,1,25000
2623,1346,2,1,18000
2624,1346,3,3,75000
2625,1347,2,1,18000
2626,1347,3,1,25000
2627,1348,1,1,22000
2628,1348,3,2,50000
2629,1349,2,1,18000
2630,1349,3,1,25000
2631,1350,1,1,22000
2632,1350,3,1,25000
2633,1351,2,2,36000
2634,1352,2,2,36000
2635,1353,1,1,22000
2636,1353,3,3,75000
2637,1354,1,2,44000
2638,1354,2,3,54000
2639,1355,1,1,22000
2640,1355,3,2,50000
2641,1356,2,1,18000
2642,1356,3,1,25000
2643,1357,2,1,18000
2644,1357,3,3,75000
2645,1358,1,1,22000
2646,1358,3,1,25000
2647,1359,3,1,25000
2648,1360,1,1,22000
2649,1360,2,2,36000
2650,1361,1,1,22000
2651,1361,2,2,36000
2652,1362,3,2,50000
2653,1363,1,1,22000
2654,1363,2,1,18000
2655,1363,3,2,50000
2656,1364,1,2,44000
2657,1365,2,1,18000
2658,1366,1,1,22000
2659,1366,2,3,54000
2660,1367,2,3,54000
2661,1368,1,1,22000
2662,1369,1,2,44000
2663,1369,2,1,18000
2664,1369,3,1,25000
2665,1370,1,1,22000
2666,1370,2,1,18000
2667,1370,3,2,50000
2668,1371,1,1,22000
2669,1371,3,3,75000
2670,1372,1,2,44000
2671,1372,2,2,36000
2672,1372,3,1,25000
2673,1373,3,1,25000
2674,1374,1,1,22000
2675,1375,3,1,25000
2676,1376,1,2,44000
2677,1376,2,3,54000
2678,1377,1,1,22000
2679,1377,2,1,18000
2680,1377,3,2,50000
2681,1378,1,1,22000
2682,1378,2,3,54000
2683,1379,1,1,22000
2684,1379,2,3,54000
2685,1379,3,1,25000
2686,1380,2,1,18000
2687,1381,1,1,22000
2688,1382,2,1,18000
2689,1382,3,1,25000
2690,1383,1,1,22000
2691,1383,3,2,50000
2692,1384,2,1,18000
2693,1385,1,1,22000
2694,1385,2,4,72000
2695,1386,1,2,44000
2696,1386,2,1,18000
2697,1387,1,3,66000
2698,1387,2,2,36000
2699,1388,1,1,22000
2700,1388,2,2,36000
2701,1388,3,1,25000
2702,1389,2,1,18000
2703,1389,3,1,25000
2704,1390,2,1,18000
2705,1390,3,1,25000
2706,1391,2,2,36000
2707,1391,3,2,50000
2708,1392,3,1,25000
2709,1393,2,1,18000
2710,1393,3,4,100000
2711,1394,2,2,36000
2712,1395,1,2,44000
2713,1395,2,1,18000
2714,1395,3,2,50000
2715,1396,1,1,22000
2716,1397,1,1,22000
2717,1397,3,1,25000
2718,1398,2,1,18000
2719,1398,3,2,50000
2720,1399,2,1,18000
2721,1399,3,1,25000
2722,1400,1,2,44000
2723,1400,3,2,50000
2724,1401,1,2,44000
2725,1401,2,2,36000
2726,1402,1,2,44000
2727,1402,3,2,50000
2728,1403,1,1,22000
2729,1403,3,3,75000
2730,1404,2,3,54000
2731,1404,3,1,25000
2732,1405,1,3,66000
2733,1405,2,1,18000
2734,1405,3,1,25000
2735,1406,1,1,22000
2736,1406,3,1,25000
2737,1407,3,2,50000
2738,1408,1,3,66000
2739,1408,2,1,18000
2740,1408,3,1,25000
2741,1409,1,1,22000
2742,1410,1,1,22000
2743,1410,2,2,36000
2744,1410,3,1,25000
2745,1411,2,1,18000
2746,1411,3,2,50000
2747,1412,1,1,22000
2748,1412,2,1,18000
2749,1412,3,2,50000
2750,1413,1,2,44000
2751,1413,3,1,25000
2752,1414,3,1,25000
2753,1415,1,2,44000
2754,1415,3,3,75000
2755,1416,1,2,44000
2756,1416,3,1,25000
2757,1417,2,1,18000
2758,1418,3,1,25000
2759,1419,1,2,44000
2760,1419,2,1,18000
2761,1419,3,2,50000
2762,1420,2,1,18000
2763,1420,3,2,50000
2764,1421,1,1,22000
2765,1422,1,3,66000
2766,1422,2,1,18000
2767,1423,2,1,18000
2768,1424,3,1,25000
2769,1425,1,3,66000
2770,1425,2,1,18000
2771,1426,2,2,36000
2772,1427,1,3,66000
2773,1427,2,2,36000
2774,1428,2,3,54000
2775,1428,3,1,25000
2776,1429,1,1,22000
2777,1429,2,1,18000
2778,1429,3,1,25000
2779,1430,1,1,22000
2780,1430,2,2,36000
2781,1430,3,1,25000
2782,1431,1,2,44000
2783,1431,2,1,18000
2784,1432,1,1,22000
2785,1433,1,2,44000
2786,1434,1,1,22000
2787,1434,3,2,50000
2788,1435,1,2,44000
2789,1435,2,1,18000
2790,1435,3,2,50000
2791,1436,1,1,22000
2792,1437,3,1,25000
2793,1438,2,1,18000
2794,1439,1,2,44000
2795,1439,3,1,25000
2796,1440,1,2,44000
2797,1440,3,2,50000
2798,1441,1,1,22000
2799,1441,3,3,75000
2800,1442,2,1,18000
2801,1443,1,1,22000
2802,1443,2,2,36000
2803,1444,1,1,22000
2804,1444,3,1,25000
2805,1445,1,1,22000
2806,1445,3,1,25000
2807,1446,2,1,18000
2808,1446,3,1,25000
2809,1447,3,1,25000
2810,1448,1,1,22000
2811,1448,2,2,36000
2812,1449,2,2,36000
2813,1449,3,1,25000
2814,1450,1,1,22000
2815,1450,2,2,36000
2816,1450,3,1,25000
2817,1451,1,1,22000
2818,1451,2,2,36000
2819,1451,3,1,25000
2820,1452,1,3,66000
2821,1452,2,1,18000
2822,1452,3,1,25000
2823,1453,1,1,22000
2824,1453,2,1,18000
2825,1454,1,2,44000
2826,1454,3,1,25000
2827,1455,1,2,44000
2828,1456,1,1,22000
2829,1456,2,2,36000
2830,1456,3,2,50000
2831,1457,1,3,66000
2832,1457,2,1,18000
2833,1458,3,1,25000
2834,1459,1,1,22000
2835,1459,2,2,36000
2836,1459,3,2,50000
2837,1460,1,1,22000
2838,1460,2,1,18000
2839,1460,3,1,25000
2840,1461,3,4,100000
2841,1462,2,3,54000
2842,1462,3,2,50000
2843,1463,2,1,18000
2844,1464,1,1,22000
2845,1464,2,1,18000
2846,1465,1,1,22000
2847,1466,1,3,66000
2848,1466,2,1,18000
2849,1467,3,1,25000
2850,1468,2,1,18000
2851,1468,3,1,25000
2852,1469,1,1,22000
2853,1469,3,1,25000
2854,1470,1,1,22000
2855,1470,2,1,18000
2856,1470,3,2,50000
2857,1471,1,1,22000
2858,1472,1,2,44000
2859,1473,1,3,66000
2860,1473,2,2,36000
2861,1474,2,1,18000
2862,1474,3,3,75000
2863,1475,2,1,18000
2864,1475,3,3,75000
2865,1476,1,1,22000
2866,1477,1,3,66000
2867,1477,2,1,18000
2868,1477,3,1,25000
2869,1478,2,1,18000
2870,1478,3,2,50000
2871,1479,1,1,22000
2872,1479,2,1,18000
2873,1479,3,1,25000
2874,1480,1,2,44000
2875,1480,3,3,75000
2876,1481,1,1,22000
2877,1482,1,2,44000
2878,1482,2,1,18000
2879,1483,2,1,18000
2880,1484,1,3,66000
2881,1484,3,1,25000
2882,1485,1,1,22000
2883,1485,2,3,54000
2884,1485,3,1,25000
2885,1486,1,2,44000
2886,1487,1,2,44000
2887,1488,1,4,88000
2888,1488,3,1,25000
2889,1489,1,2,44000
2890,1489,2,1,18000
2891,1489,3,1,25000
2892,1490,1,2,44000
2893,1490,2,2,36000
2894,1491,2,2,36000
2895,1491,3,2,50000
2896,1492,2,4,72000
2897,1492,3,1,25000
2898,1493,2,1,18000
2899,1493,3,1,25000
2900,1494,1,1,22000
2901,1495,1,2,44000
2902,1495,2,1,18000
2903,1495,3,2,50000
2904,1496,1,2,44000
2905,1496,2,2,36000
2906,1496,3,1,25000
2907,1497,1,1,22000
2908,1498,2,2,36000
2909,1498,3,3,75000
2910,1499,1,2,44000
2911,1499,2,2,36000
2912,1499,3,1,25000
2913,1500,1,1,22000
2914,1500,3,1,25000
2915,1501,1,1,22000
2916,1502,1,3,66000
2917,1502,2,1,18000
2918,1502,3,1,25000
2919,1503,2,2,36000
2920,1503,3,3,75000
2921,1504,1,2,44000
2922,1504,2,1,18000
2923,1505,1,2,44000
2924,1505,2,1,18000
2925,1506,1,1,22000
2926,1506,2,1,18000
2927,1506,3,2,50000
2928,1507,1,1,22000
2929,1507,3,2,50000
2930,1508,1,1,22000
2931,1508,2,1,18000
2932,1508,3,2,50000
2933,1509,1,3,66000
2934,1510,1,1,22000
2935,1510,2,1,18000
2936,1510,3,1,25000
2937,1511,1,1,22000
2938,1511,2,1,18000
2939,1511,3,1,25000
2940,1512,3,1,25000
2941,1513,1,1,22000
2942,1513,2,1,18000
2943,1513,3,1,25000
2944,1514,1,2,44000
2945,1515,1,1,22000
2946,1515,2,2,36000
2947,1515,3,1,25000
2948,1516,2,1,18000
2949,1516,3,1,25000
2950,1517,1,3,66000
2951,1517,2,2,36000
2952,1518,1,1,22000
2953,1518,2,2,36000
2954,1518,3,1,25000
2955,1519,1,1,22000
2956,1520,1,2,44000
2957,1520,2,1,18000
2958,1520,3,1,25000
2959,1521,2,1,18000
2960,1521,3,1,25000
2961,1522,1,1,22000
2962,1522,2,2,36000
2963,1522,3,1,25000
2964,1523,1,1,22000
2965,1523,2,1,18000
2966,1523,3,1,25000
2967,1524,1,1,22000
2968,1524,2,1,18000
2969,1525,3,3,75000
2970,1526,1,1,22000
2971,1526,2,1,18000
2972,1527,2,2,36000
2973,1527,3,1,25000
2974,1528,2,1,18000
2975,1529,3,1,25000
2976,1530,2,3,54000
2977,1531,1,3,66000
2978,1531,3,1,25000
2979,1532,1,2,44000
2980,1532,3,1,25000
2981,1533,1,1,22000
2982,1533,2,3,54000
2983,1534,1,1,22000
2984,1534,2,2,36000
2985,1535,1,2,44000
2986,1535,2,1,18000
2987,1535,3,1,25000
2988,1536,3,1,25000
2989,1537,2,1,18000
2990,1537,3,1,25000
2991,1538,3,1,25000
2992,1539,1,2,44000
2993,1539,2,1,18000
2994,1539,3,2,50000
2995,1540,2,1,18000
2996,1541,2,2,36000
2997,1542,1,2,44000
2998,1542,2,2,36000
2999,1542,3,1,25000
3000,1543,1,1,22000
3001,1543,3,1,25000
3002,1544,1,1,22000
3003,1545,2,1,18000
3004,1545,3,1,25000
3005,1546,2,1,18000
3006,1546,3,2,50000
3007,1547,1,1,22000
3008,1547,2,1,18000
3009,1547,3,1,25000
3010,1548,1,1,22000
3011,1548,2,3,54000
3012,1549,1,3,66000
3013,1549,3,1,25000
3014,1550,1,1,22000
3015,1550,2,1,18000
3016,1550,3,2,50000
3017,1551,1,1,22000
3018,1551,2,1,18000
3019,1551,3,1,25000
3020,1552,1,2,44000
3021,1552,2,1,18000
3022,1553,1,1,22000
3023,1553,2,1,18000
3024,1553,3,3,75000
3025,1554,2,2,36000
3026,1554,3,2,50000
3027,1555,1,1,22000
3028,1555,3,2,50000
3029,1556,1,2,44000
3030,1556,3,1,25000
3031,1557,1,1,22000
3032,1557,2,3,54000
3033,1558,1,1,22000
3034,1558,2,3,54000
3035,1558,3,1,25000
3036,1559,1,1,22000
3037,1559,2,1,18000
3038,1559,3,3,75000
3039,1560,1,1,22000
3040,1561,2,2,36000
3041,1562,1,1,22000
3042,1562,2,1,18000
3043,1562,3,1,25000
3044,1563,1,1,22000
3045,1563,2,1,18000
3046,1564,1,1,22000
3047,1564,3,1,25000
3048,1565,3,1,25000
3049,1566,1,1,22000
3050,1566,3,3,75000
3051,1567,1,1,22000
3052,1567,2,3,54000
3053,1567,3,1,25000
3054,1568,1,1,22000
3055,1568,2,1,18000
3056,1569,1,1,22000
3057,1569,2,1,18000
3058,1569,3,2,50000
3059,1570,1,1,22000
3060,1570,3,1,25000
3061,1571,2,1,18000
3062,1571,3,2,50000
3063,1572,1,1,22000
3064,1572,3,1,25000
3065,1573,2,1,18000
3066,1574,1,1,22000
3067,1575,1,2,44000
3068,1575,3,2,50000
3069,1576,1,1,22000
3070,1576,3,1,25000
3071,1577,2,2,36000
3072,1577,3,1,25000
3073,1578,2,2,36000
3074,1578,3,1,25000
3075,1579,1,1,22000
3076,1579,2,2,36000
3077,1579,3,2,50000
3078,1580,1,1,22000
3079,1580,3,3,75000
3080,1581,1,1,22000
3081,1581,2,1,18000
3082,1581,3,1,25000
3083,1582,1,1,22000
3084,1583,3,1,25000
3085,1584,1,2,44000
3086,1585,1,1,22000
3087,1585,2,2,36000
3088,1585,3,1,25000
3089,1586,1,1,22000
3090,1586,2,1,18000
3091,1586,3,2,50000
3092,1587,2,1,18000
3093,1588,1,1,22000
3094,1588,2,1,18000
3095,1589,3,1,25000
3096,1590,1,2,44000
3097,1590,2,1,18000
3098,1591,1,2,44000
3099,1591,2,1,18000
3100,1591,3,2,50000
3101,1592,2,2,36000
3102,1592,3,2,50000
3103,1593,2,2,36000
3104,1593,3,2,50000
3105,1594,1,1,22000
3106,1594,2,4,72000
3107,1595,1,1,22000
3108,1595,2,1,18000
3109,1595,3,2,50000
3110,1596,1,1,22000
3111,1596,2,1,18000
3112,1596,3,1,25000
3113,1597,1,2,44000
3114,1597,2,2,36000
3115,1598,1,1,22000
3116,1598,3,1,25000
3117,1599,2,3,54000
3118,1599,3,1,25000
3119,1600,3,1,25000
3120,1601,1,1,22000
3121,1602,1,2,44000
3122,1602,3,3,75000
3123,1603,1,1,22000
3124,1603,2,3,54000
3125,1603,3,1,25000
3126,1604,1,1,22000
3127,1604,2,2,36000
3128,1604,3,1,25000
3129,1605,2,2,36000
3130,1606,1,1,22000
3131,1606,2,1,18000
3132,1606,3,1,25000
3133,1607,2,2,36000
3134,1607,3,3,75000
3135,1608,3,2,50000
3136,1609,2,2,36000
3137,1609,3,1,25000
3138,1610,1,3,66000
3139,1610,2,1,18000
3140,1610,3,1,25000
3141,1611,2,1,18000
3142,1612,1,1,22000
3143,1612,2,1,18000
3144,1612,3,1,25000
3145,1613,1,1,22000
3146,1614,1,1,22000
3147,1614,2,2,36000
3148,1614,3,1,25000
3149,1615,1,2,44000
3150,1615,2,3,54000
3151,1616,1,1,22000
3152,1616,2,1,18000
3153,1616,3,3,75000
3154,1617,3,1,25000
3155,1618,1,3,66000
3156,1618,2,1,18000
3157,1619,1,3,66000
3158,1619,2,1,18000
3159,1619,3,1,25000
3160,1620,2,1,18000
3161,1620,3,2,50000
3162,1621,2,3,54000
3163,1621,3,1,25000
3164,1622,1,1,22000
3165,1622,3,1,25000
3166,1623,1,4,88000
3167,1623,2,1,18000
3168,1624,1,1,22000
3169,1624,2,1,18000
3170,1624,3,1,25000
3171,1625,1,2,44000
3172,1625,3,2,50000
3173,1626,3,2,50000
3174,1627,3,1,25000
3175,1628,2,2,36000
3176,1628,3,1,25000
3177,1629,1,1,22000
3178,1629,2,2,36000
3179,1629,3,2,50000
3180,1630,2,1,18000
3181,1631,1,1,22000
3182,1632,2,1,18000
3183,1632,3,3,75000
3184,1633,1,1,22000
3185,1633,2,3,54000
3186,1634,1,1,22000
3187,1634,2,1,18000
3188,1634,3,2,50000
3189,1635,2,1,18000
3190,1635,3,1,25000
3191,1636,1,2,44000
3192,1636,2,1,18000
3193,1636,3,1,25000
3194,1637,1,1,22000
3195,1637,2,1,18000
3196,1638,1,1,22000
3197,1638,2,1,18000
3198,1638,3,2,50000
3199,1639,2,2,36000
3200,1640,1,1,22000
3201,1641,2,2,36000
3202,1641,3,3,75000
3203,1642,1,1,22000
3204,1642,3,3,75000
3205,1643,1,2,44000
3206,1643,2,2,36000
3207,1644,2,2,36000
3208,1644,3,2,50000
3209,1645,1,1,22000
3210,1645,3,1,25000
3211,1646,1,2,44000
3212,1646,2,1,18000
3213,1646,3,2,50000
3214,1647,1,1,22000
3215,1647,3,1,25000
3216,1648,1,1,22000
3217,1648,3,3,75000
3218,1649,1,2,44000
3219,1649,2,1,18000
3220,1650,3,1,25000
3221,1651,1,1,22000
3222,1652,1,1,22000
3223,1652,3,1,25000
3224,1653,1,3,66000
3225,1653,3,1,25000
3226,1654,2,1,18000
3227,1654,3,1,25000
3228,1655,1,2,44000
3229,1655,2,2,36000
3230,1655,3,1,25000
3231,1656,2,1,18000
3232,1656,3,2,50000
3233,1657,3,1,25000
3234,1658,2,2,36000
3235,1658,3,3,75000
3236,1659,1,1,22000
3237,1659,3,1,25000
3238,1660,2,1,18000
3239,1661,2,2,36000
3240,1661,3,2,50000
3241,1662,2,3,54000
3242,1662,3,2,50000
3243,1663,1,3,66000
3244,1663,3,2,50000
3245,1664,2,3,54000
3246,1664,3,2,50000
3247,1665,2,1,18000
3248,1665,3,2,50000
3249,1666,3,1,25000
3250,1667,1,2,44000
3251,1668,2,3,54000
3252,1669,2,4,72000
3253,1670,1,1,22000
3254,1670,2,1,18000
3255,1670,3,1,25000
3256,1671,1,1,22000
3257,1671,2,1,18000
3258,1672,1,1,22000
3259,1672,2,1,18000
3260,1672,3,1,25000
3261,1673,2,2,36000
3262,1674,2,1,18000
3263,1675,1,2,44000
3264,1675,2,2,36000
3265,1675,3,1,25000
3266,1676,3,1,25000
3267,1677,1,2,44000
3268,1677,2,1,18000
3269,1677,3,1,25000
3270,1678,2,2,36000
3271,1678,3,2,50000
3272,1679,1,2,44000
3273,1680,2,1,18000
3274,1680,3,2,50000
3275,1681,1,2,44000
3276,1681,3,3,75000
3277,1682,1,3,66000
3278,1682,2,1,18000
3279,1683,3,1,25000
3280,1684,2,1,18000
3281,1685,1,1,22000
3282,1685,2,1,18000
3283,1685,3,2,50000
3284,1686,2,1,18000
3285,1686,3,2,50000
3286,1687,1,2,44000
3287,1687,2,1,18000
3288,1687,3,1,25000
3289,1688,1,1,22000
3290,1688,2,1,18000
3291,1689,2,3,54000
3292,1689,3,1,25000
3293,1690,1,1,22000
3294,1690,2,2,36000
3295,1690,3,1,25000
3296,1691,2,2,36000
3297,1691,3,2,50000
3298,1692,1,1,22000
3299,1692,2,1,18000
3300,1693,1,1,22000
3301,1693,2,2,36000
3302,1694,2,2,36000
3303,1695,1,1,22000
3304,1695,3,3,75000
3305,1696,2,1,18000
3306,1697,2,1,18000
3307,1697,3,1,25000
3308,1698,1,2,44000
3309,1698,2,1,18000
3310,1698,3,1,25000
3311,1699,1,2,44000
3312,1699,2,2,36000
3313,1700,1,1,22000
3314,1701,1,1,22000
3315,1701,3,1,25000
3316,1702,1,1,22000
3317,1702,2,2,36000
3318,1703,2,1,18000
3319,1703,3,1,25000
3320,1704,1,1,22000
3321,1704,2,1,18000
3322,1704,3,2,50000
3323,1705,1,1,22000
3324,1705,3,1,25000
3325,1706,2,1,18000
3326,1707,2,2,36000
3327,1707,3,3,75000
3328,1708,2,3,54000
3329,1708,3,1,25000
3330,1709,1,2,44000
3331,1709,2,1,18000
3332,1709,3,2,50000
3333,1710,1,3,66000
3334,1710,2,2,36000
3335,1711,1,3,66000
3336,1711,2,2,36000
3337,1712,1,2,44000
3338,1712,2,2,36000
3339,1713,1,2,44000
3340,1714,3,1,25000
3341,1715,1,1,22000
3342,1715,2,3,54000
3343,1716,1,3,66000
3344,1716,2,1,18000
3345,1717,1,1,22000
3346,1717,2,3,54000
3347,1717,3,1,25000
3348,1718,3,3,75000
3349,1719,2,3,54000
3350,1719,3,1,25000
3351,1720,3,1,25000
3352,1721,1,1,22000
3353,1721,2,1,18000
3354,1722,3,2,50000
3355,1723,2,1,18000
3356,1723,3,1,25000
3357,1724,2,1,18000
3358,1724,3,1,25000
3359,1725,1,1,22000
3360,1726,1,1,22000
3361,1726,2,1,18000
3362,1727,3,1,25000
3363,1728,1,3,66000
3364,1728,2,1,18000
3365,1729,1,1,22000
3366,1729,3,1,25000
3367,1730,1,3,66000
3368,1731,1,2,44000
3369,1731,2,1,18000
3370,1732,1,1,22000
3371,1732,2,1,18000
3372,1732,3,2,50000
3373,1733,2,1,18000
3374,1734,1,2,44000
3375,1734,2,2,36000
3376,1735,2,1,18000
3377,1735,3,1,25000
3378,1736,2,1,18000
3379,1736,3,2,50000
3380,1737,1,1,22000
3381,1737,2,1,18000
3382,1737,3,1,25000
3383,1738,1,2,44000
3384,1738,2,2,36000
3385,1738,3,1,25000
3386,1739,2,2,36000
3387,1739,3,3,75000
3388,1740,2,1,18000
3389,1741,1,1,22000
3390,1741,3,4,100000
3391,1742,1,2,44000
3392,1742,2,1,18000
3393,1742,3,2,50000
3394,1743,2,1,18000
3395,1744,1,2,44000
3396,1744,3,1,25000
3397,1745,3,1,25000
3398,1746,1,1,22000
3399,1746,2,1,18000
3400,1746,3,2,50000
3401,1747,1,1,22000
3402,1747,2,1,18000
3403,1748,1,2,44000
3404,1748,2,1,18000
3405,1748,3,2,50000
3406,1749,1,3,66000
3407,1749,2,2,36000
3408,1750,1,1,22000
3409,1750,2,2,36000
3410,1750,3,1,25000
3411,1751,1,2,44000
3412,1752,1,3,66000
3413,1752,3,1,25000
3414,1753,1,1,22000
3415,1754,1,2,44000
3416,1754,2,2,36000
3417,1754,3,1,25000
3418,1755,1,2,44000
3419,1755,3,3,75000
3420,1756,1,1,22000
3421,1756,2,1,18000
3422,1756,3,1,25000
3423,1757,1,2,44000
3424,1757,3,2,50000
3425,1758,1,1,22000
3426,1758,2,1,18000
3427,1758,3,3,75000
3428,1759,1,1,22000
3429,1760,3,3,75000
3430,1761,1,1,22000
3431,1761,2,1,18000
3432,1761,3,1,25000
3433,1762,2,3,54000
3434,1762,3,1,25000
3435,1763,2,5,90000
3436,1764,2,1,18000
3437,1764,3,3,75000
3438,1765,2,3,54000
3439,1766,1,1,22000
3440,1766,2,1,18000
3441,1766,3,2,50000
3442,1767,1,2,44000
3443,1767,2,2,36000
3444,1768,1,1,22000
3445,1768,3,2,50000
3446,1769,2,1,18000
3447,1770,1,1,22000
3448,1770,2,1,18000
3449,1770,3,2,50000
3450,1771,1,1,22000
3451,1772,1,2,44000
3452,1772,2,2,36000
3453,1773,1,1,22000
3454,1773,2,1,18000
3455,1773,3,3,75000
3456,1774,2,2,36000
3457,1775,2,2,36000
3458,1775,3,1,25000
3459,1776,1,1,22000
3460,1776,2,1,18000
3461,1777,3,1,25000
3462,1778,1,2,44000
3463,1778,2,2,36000
3464,1778,3,1,25000
3465,1779,1,2,44000
3466,1779,3,1,25000
3467,1780,1,1,22000
3468,1780,2,2,36000
3469,1781,2,1,18000
3470,1782,2,2,36000
3471,1782,3,1,25000
3472,1783,1,1,22000
3473,1783,3,3,75000
3474,1784,1,1,22000
3475,1784,2,1,18000
3476,1785,1,2,44000
3477,1785,2,2,36000
3478,1785,3,1,25000
3479,1786,2,3,54000
3480,1787,1,1,22000
3481,1787,2,2,36000
3482,1787,3,1,25000
3483,1788,1,1,22000
3484,1788,3,1,25000
3485,1789,2,2,36000
3486,1789,3,1,25000
3487,1790,2,1,18000
3488,1791,1,1,22000
3489,1792,1,3,66000
3490,1793,2,1,18000
3491,1794,2,1,18000
3492,1795,1,4,88000
3493,1795,2,1,18000
3494,1796,1,1,22000
3495,1796,3,1,25000
3496,1797,1,1,22000
3497,1797,2,1,18000
3498,1797,3,2,50000
3499,1798,2,1,18000
3500,1798,3,2,50000
3501,1799,1,1,22000
3502,1799,2,1,18000
3503,1799,3,3,75000
3504,1800,2,1,18000
3505,1800,3,2,50000
3506,1801,1,1,22000
3507,1802,1,1,22000
3508,1802,2,1,18000
3509,1803,2,1,18000
3510,1804,1,1,22000
3511,1804,2,1,18000
3512,1805,1,1,22000
3513,1805,2,1,18000
3514,1805,3,1,25000
3515,1806,1,2,44000
3516,1806,2,2,36000
3517,1807,2,1,18000
3518,1807,3,1,25000
3519,1808,3,3,75000
3520,1809,1,1,22000
3521,1810,1,2,44000
3522,1810,2,2,36000
3523,1810,3,1,25000
3524,1811,1,1,22000
3525,1811,2,1,18000
3526,1812,1,1,22000
3527,1812,2,1,18000
3528,1812,3,2,50000
3529,1813,1,2,44000
3530,1813,2,1,18000
3531,1814,1,1,22000
3532,1814,3,3,75000
3533,1815,2,2,36000
3534,1816,1,1,22000
3535,1816,2,1,18000
3536,1817,2,1,18000
3537,1817,3,2,50000
3538,1818,1,1,22000
3539,1818,2,2,36000
3540,1819,1,1,22000
3541,1819,3,2,50000
3542,1820,2,2,36000
3543,1821,3,2,50000
3544,1822,1,1,22000
3545,1822,2,2,36000
3546,1822,3,1,25000
3547,1823,1,1,22000
3548,1823,2,2,36000
3549,1824,2,3,54000
3550,1825,2,2,36000
3551,1825,3,1,25000
3552,1826,2,1,18000
3553,1827,1,1,22000
3554,1827,2,2,36000
3555,1827,3,1,25000
3556,1828,3,1,25000
3557,1829,2,2,36000
3558,1830,1,1,22000
3559,1830,2,1,18000
3560,1830,3,2,50000
3561,1831,1,2,44000
3562,1831,2,3,54000
3563,1832,1,1,22000
3564,1832,2,2,36000
3565,1832,3,1,25000
3566,1833,3,1,25000
3567,1834,1,2,44000
3568,1834,2,1,18000
3569,1834,3,1,25000
3570,1835,2,1,18000
3571,1836,1,1,22000
3572,1836,3,2,50000
3573,1837,1,1,22000
3574,1837,2,1,18000
3575,1837,3,1,25000
3576,1838,1,1,22000
3577,1838,3,1,25000
3578,1839,1,1,22000
3579,1839,2,2,36000
3580,1839,3,2,50000
3581,1840,1,1,22000
3582,1840,2,1,18000
3583,1841,2,2,36000
3584,1842,1,3,66000
3585,1842,2,1,18000
3586,1843,3,1,25000
3587,1844,1,2,44000
3588,1844,2,1,18000
3589,1844,3,1,25000
3590,1845,1,4,88000
3591,1845,3,1,25000
3592,1846,1,1,22000
3593,1846,2,1,18000
